"tarjeta"|"monto"|"comercio"|"fecha"|"tipo"
3|379.24|"Tiendas por Departamento"|2020-05-09|"transaccion"
75|1693.8|"Restaurantes"|2020-06-06|"transaccion"
25|400.76|"Electronicos"|2020-03-26|"transaccion"
4|1036.52|"Supermercados"|2020-06-28|"transaccion"
16|577.97|"Supermercados"|2020-03-10|"transaccion"
93|1660.86|"Tiendas por Departamento"|2020-01-31|"transaccion"
92|2556.76|"Restaurantes"|2020-04-24|"transaccion"
31|1399.27|"Restaurantes"|2020-02-25|"transaccion"
38|0|"Restaurantes"|2020-01-27|"reconciliacion"
9|1089.5|"Tiendas por Departamento"|2020-04-21|"transaccion"
78|2288.05|"Tiendas por Departamento"|2020-02-10|"transaccion"
52|1648.05|"Abarroterias"|2020-06-08|"transaccion"
58|1771.62|"Restaurantes"|2020-04-13|"transaccion"
24|884.21|"Supermercados"|2020-06-21|"transaccion"
4|2344.21|"Restaurantes"|2020-01-28|"transaccion"
69|1424.05|"Ropa"|2020-04-04|"transaccion"
93|1160.78|"Farmacias"|2020-03-28|"transaccion"
59|1215.71|"Farmacias"|2020-05-01|"transaccion"
30|1535.69|"Abarroterias"|2020-01-13|"transaccion"
77|1531.25|"Supermercados"|2020-04-07|"transaccion"
57|1119.09|"Supermercados"|2020-02-02|"transaccion"
20|1904.78|"Ropa"|2020-06-13|"transaccion"
35|1826.11|"Comercio General"|2020-04-19|"transaccion"
87|740.13|"Ropa"|2020-03-20|"transaccion"
10|1445.66|"Restaurantes"|2020-01-06|"transaccion"
42|1217.72|"Comercio General"|2020-01-20|"transaccion"
15|2139.12|"Tiendas por Departamento"|2020-06-27|"transaccion"
70|1044.29|"Supermercados"|2020-06-12|"transaccion"
47|2207.11|"Restaurantes"|2020-01-22|"transaccion"
47|97.15|"Abarroterias"|2020-06-03|"transaccion"
27|1927.45|"Comercio General"|2020-04-03|"transaccion"
24|1731.03|"Ropa"|2020-06-07|"transaccion"
25|2169.52|"Restaurantes"|2020-01-01|"transaccion"
25|1388.5|"Tiendas por Departamento"|2020-01-01|"transaccion"
48|825.04|"Restaurantes"|2020-04-08|"transaccion"
53|1332.11|"Ropa"|2020-06-10|"transaccion"
89|1005.87|"Farmacias"|2020-03-19|"transaccion"
6|1002.49|"Gasolineras"|2020-04-20|"transaccion"
52|705.41|"Comercio General"|2020-03-04|"transaccion"
57|1132.38|"Supermercados"|2020-03-15|"transaccion"
41|1779.81|"Gasolineras"|2020-01-07|"transaccion"
14|755.46|"Supermercados"|2020-04-14|"transaccion"
71|1892.89|"Restaurantes"|2020-02-07|"transaccion"
92|1659.14|"Comercio General"|2020-04-30|"transaccion"
50|1546.75|"Restaurantes"|2020-04-26|"transaccion"
19|1662.23|"Restaurantes"|2020-04-09|"transaccion"
37|2383.93|"Supermercados"|2020-01-09|"transaccion"
100|1906.03|NA|2020-01-07|"transaccion"
56|1918.74|NA|2020-04-28|"transaccion"
83|2036.48|"Supermercados"|2020-01-05|"transaccion"
78|367.39|"Supermercados"|2020-06-12|"transaccion"
13|1692.27|"Restaurantes"|2020-06-24|"transaccion"
45|2187.03|"Tiendas por Departamento"|2020-06-07|"transaccion"
14|732|"Supermercados"|2020-06-08|"transaccion"
8|264.79|"Gasolineras"|2020-02-08|"transaccion"
46|842.79|"Gasolineras"|2020-06-19|"transaccion"
34|2385.36|"Tiendas por Departamento"|2020-02-19|"transaccion"
98|2484.59|"Restaurantes"|2020-05-17|"transaccion"
13|1899.87|"Supermercados"|2020-04-02|"transaccion"
40|1426.18|"Supermercados"|2020-06-16|"transaccion"
27|597.62|"Supermercados"|2020-06-19|"transaccion"
73|1766.7|"Farmacias"|2020-01-30|"transaccion"
34|883.67|"Supermercados"|2020-05-12|"transaccion"
30|1774.56|"Supermercados"|2020-04-24|"transaccion"
22|1997.32|"Farmacias"|2020-06-26|"transaccion"
41|241.09|"Restaurantes"|2020-02-18|"transaccion"
99|2011.94|"Tiendas por Departamento"|2020-04-05|"transaccion"
56|876.9|"Gasolineras"|2020-05-29|"transaccion"
87|878.99|"Farmacias"|2020-05-08|"transaccion"
86|1726.88|"Restaurantes"|2020-03-02|"transaccion"
51|402.83|"Abarroterias"|2020-01-03|"transaccion"
9|2353.97|"Supermercados"|2020-06-10|"transaccion"
76|1852.3|"Supermercados"|2020-02-23|"transaccion"
71|1551.37|"Supermercados"|2020-02-19|"transaccion"
63|1818.49|"Electronicos"|2020-05-11|"transaccion"
53|1428.17|"Supermercados"|2020-04-08|"transaccion"
94|195.34|"Tiendas por Departamento"|2020-05-08|"transaccion"
13|1310.88|"Gasolineras"|2020-03-12|"transaccion"
10|13.39|"Gasolineras"|2020-05-01|"transaccion"
2|1314.76|"Restaurantes"|2020-05-08|"transaccion"
97|1891.62|"Supermercados"|2020-06-06|"transaccion"
69|1204.2|"Restaurantes"|2020-06-03|"transaccion"
31|1521.67|"Gasolineras"|2020-03-18|"transaccion"
38|1036.08|"Comercio General"|2020-03-21|"transaccion"
100|2437.89|"Gasolineras"|2020-03-18|"transaccion"
78|790.93|"Gasolineras"|2020-04-21|"transaccion"
74|2043.34|"Comercio General"|2020-04-12|"transaccion"
4|1953.78|"Restaurantes"|2020-03-13|"transaccion"
1|1019.99|"Supermercados"|2020-04-09|"transaccion"
18|1381.5|"Ropa"|2020-03-03|"transaccion"
59|2065.55|"Supermercados"|2020-03-23|"transaccion"
17|1089.82|"Supermercados"|2020-05-12|"transaccion"
58|1213.81|"Gasolineras"|2020-04-05|"transaccion"
96|1522.81|"Electronicos"|2020-04-28|"transaccion"
88|1175.31|"Restaurantes"|2020-06-28|"transaccion"
88|1854.28|"Electronicos"|2020-05-09|"transaccion"
29|1024.29|"Gasolineras"|2020-03-13|"transaccion"
25|579.45|"Restaurantes"|2020-05-12|"transaccion"
83|1190.82|"Restaurantes"|2020-02-09|"transaccion"
85|1195.74|"Supermercados"|2020-03-04|"transaccion"
24|245.34|"Supermercados"|2020-06-20|"transaccion"
29|1172.94|"Supermercados"|2020-04-05|"transaccion"
15|1320.46|"Supermercados"|2020-04-27|"transaccion"
95|1743.86|"Supermercados"|2020-02-12|"transaccion"
13|1222.24|"Restaurantes"|2020-06-29|"transaccion"
99|1712.45|"Supermercados"|2020-03-12|"transaccion"
62|2348.34|"Supermercados"|2020-03-09|"transaccion"
11|1293.03|"Supermercados"|2020-05-07|"transaccion"
25|2440.54|"Restaurantes"|2020-06-06|"transaccion"
46|1975.55|"Gasolineras"|2020-05-01|"transaccion"
20|937.1|"Restaurantes"|2020-05-23|"transaccion"
68|1647.92|"Farmacias"|2020-06-14|"transaccion"
18|806.97|"Supermercados"|2020-03-14|"transaccion"
41|1026.89|"Supermercados"|2020-01-30|"transaccion"
18|1195.9|"Tiendas por Departamento"|2020-01-13|"transaccion"
55|2290.82|"Abarroterias"|2020-03-15|"transaccion"
98|2262.35|"Supermercados"|2020-06-19|"transaccion"
60|2616.15|"Restaurantes"|2020-04-10|"transaccion"
38|1288.93|"Ropa"|2020-02-08|"transaccion"
20|2523.53|"Comercio General"|2020-04-06|"transaccion"
9|2076.22|"Restaurantes"|2020-05-14|"transaccion"
79|155.44|"Electronicos"|2020-02-02|"transaccion"
83|1109.69|"Restaurantes"|2020-01-21|"transaccion"
83|1411.84|"Supermercados"|2020-01-28|"transaccion"
31|1082.5|"Farmacias"|2020-04-24|"transaccion"
2|1579.73|"Restaurantes"|2020-05-09|"transaccion"
42|392.96|"Supermercados"|2020-02-26|"transaccion"
22|0|"Tiendas por Departamento"|2020-06-25|"reconciliacion"
63|2079.94|"Gasolineras"|2020-03-06|"transaccion"
77|1175.15|"Restaurantes"|2020-02-15|"transaccion"
5|2122.67|"Gasolineras"|2020-06-11|"transaccion"
15|1567.44|"Restaurantes"|2020-06-13|"transaccion"
78|803.73|"Restaurantes"|2020-04-18|"transaccion"
1|1440.26|"Supermercados"|2020-01-18|"transaccion"
82|1380.08|"Restaurantes"|2020-03-05|"transaccion"
14|1328.79|"Restaurantes"|2020-06-22|"transaccion"
27|2339.28|"Restaurantes"|2020-03-23|"transaccion"
8|938.25|"Restaurantes"|2020-01-13|"transaccion"
69|2017.88|"Gasolineras"|2020-04-01|"transaccion"
75|2030.08|"Farmacias"|2020-01-24|"transaccion"
29|2639.16|"Restaurantes"|2020-03-25|"transaccion"
58|1716.68|"Electronicos"|2020-03-04|"transaccion"
81|934.98|"Supermercados"|2020-04-02|"transaccion"
55|1538.34|"Supermercados"|2020-06-10|"transaccion"
100|1534.71|"Gasolineras"|2020-03-28|"transaccion"
21|2048.85|"Farmacias"|2020-01-23|"transaccion"
18|1333.45|"Supermercados"|2020-05-27|"transaccion"
8|851.17|"Restaurantes"|2020-06-11|"transaccion"
4|1757.81|"Supermercados"|2020-04-27|"transaccion"
75|2792.19|"Supermercados"|2020-01-22|"transaccion"
96|1647.92|"Supermercados"|2020-01-17|"transaccion"
78|1047.63|"Farmacias"|2020-03-21|"transaccion"
57|693.54|"Supermercados"|2020-02-20|"transaccion"
45|2486.55|"Ropa"|2020-02-15|"transaccion"
43|2083.87|"Supermercados"|2020-04-27|"transaccion"
33|2361.07|"Abarroterias"|2020-04-14|"transaccion"
81|910.82|"Restaurantes"|2020-05-21|"transaccion"
11|1051.33|"Restaurantes"|2020-05-31|"transaccion"
75|1760|"Farmacias"|2020-04-04|"transaccion"
54|1917.61|"Ropa"|2020-06-08|"transaccion"
17|1314.48|"Electronicos"|2020-02-02|"transaccion"
88|1965.69|"Restaurantes"|2020-06-25|"transaccion"
21|1716.42|"Supermercados"|2020-03-26|"transaccion"
79|1472.73|"Restaurantes"|2020-03-01|"transaccion"
3|1698.09|"Farmacias"|2020-01-24|"transaccion"
77|1273.15|"Farmacias"|2020-06-05|"transaccion"
36|1600.35|"Supermercados"|2020-02-15|"transaccion"
5|2074.48|"Electronicos"|2020-01-14|"transaccion"
71|1054.76|"Tiendas por Departamento"|2020-06-18|"transaccion"
97|838.92|"Supermercados"|2020-05-03|"transaccion"
31|985.6|"Supermercados"|2020-06-20|"transaccion"
67|1055.63|"Gasolineras"|2020-03-03|"transaccion"
83|935.1|"Restaurantes"|2020-03-18|"transaccion"
29|1516.22|"Gasolineras"|2020-01-02|"transaccion"
69|1808.04|"Restaurantes"|2020-01-05|"transaccion"
52|1369.27|"Restaurantes"|2020-03-02|"transaccion"
13|1805.84|"Farmacias"|2020-01-15|"transaccion"
42|1598.84|"Restaurantes"|2020-05-29|"transaccion"
57|598.57|"Supermercados"|2020-05-27|"transaccion"
28|1883.95|"Supermercados"|2020-03-02|"transaccion"
73|1044.67|"Farmacias"|2020-04-22|"transaccion"
28|360.85|"Supermercados"|2020-01-16|"transaccion"
72|2143.87|"Abarroterias"|2020-05-15|"transaccion"
42|1651.56|"Tiendas por Departamento"|2020-04-07|"transaccion"
38|1055.54|"Restaurantes"|2020-01-01|"transaccion"
46|1034.53|"Ropa"|2020-02-07|"transaccion"
15|2225.46|"Supermercados"|2020-01-05|"transaccion"
86|2141.03|"Gasolineras"|2020-03-13|"transaccion"
44|2028.53|"Electronicos"|2020-05-31|"transaccion"
12|1796.1|"Comercio General"|2020-05-28|"transaccion"
92|1472.01|"Tiendas por Departamento"|2020-04-10|"transaccion"
93|1801.72|"Farmacias"|2020-01-17|"transaccion"
67|1329.43|"Electronicos"|2020-03-11|"transaccion"
27|907.98|"Restaurantes"|2020-05-30|"transaccion"
37|1976.72|"Tiendas por Departamento"|2020-01-15|"transaccion"
46|1486.55|"Ropa"|2020-04-17|"transaccion"
83|430.92|"Restaurantes"|2020-02-28|"transaccion"
23|1171.97|"Farmacias"|2020-05-04|"transaccion"
64|1280.5|"Restaurantes"|2020-03-14|"transaccion"
77|2086.22|"Ropa"|2020-01-05|"transaccion"
5|943.56|"Gasolineras"|2020-03-27|"transaccion"
18|2071.32|"Tiendas por Departamento"|2020-04-24|"transaccion"
79|2235.03|"Gasolineras"|2020-03-08|"transaccion"
3|1547.96|"Supermercados"|2020-06-17|"transaccion"
7|1506.78|"Supermercados"|2020-02-09|"transaccion"
26|1835.02|"Supermercados"|2020-03-31|"transaccion"
93|1494.57|"Supermercados"|2020-01-27|"transaccion"
90|1649.3|"Supermercados"|2020-04-05|"transaccion"
84|1624.75|"Supermercados"|2020-01-13|"transaccion"
31|1157.87|"Supermercados"|2020-02-17|"transaccion"
52|1840.98|"Comercio General"|2020-06-12|"transaccion"
62|1582.08|"Tiendas por Departamento"|2020-01-16|"transaccion"
68|1249.47|"Gasolineras"|2020-01-28|"transaccion"
15|896.4|"Ropa"|2020-05-09|"transaccion"
100|1912.29|"Restaurantes"|2020-05-22|"transaccion"
3|2420.68|"Comercio General"|2020-02-02|"transaccion"
54|712.53|"Restaurantes"|2020-05-01|"transaccion"
84|1470.53|"Restaurantes"|2020-05-03|"transaccion"
25|1501.11|"Restaurantes"|2020-03-14|"transaccion"
75|1495.33|"Supermercados"|2020-06-13|"transaccion"
100|1454.1|"Restaurantes"|2020-04-17|"transaccion"
23|1049.61|"Restaurantes"|2020-02-01|"transaccion"
8|1087.37|"Restaurantes"|2020-06-27|"transaccion"
80|677.85|"Supermercados"|2020-01-01|"transaccion"
54|852.47|"Restaurantes"|2020-01-15|"transaccion"
1|2087.36|"Comercio General"|2020-06-24|"transaccion"
69|896.68|"Gasolineras"|2020-06-05|"transaccion"
22|1681.71|"Tiendas por Departamento"|2020-05-23|"transaccion"
26|1574.43|"Restaurantes"|2020-02-26|"transaccion"
57|1930.85|"Supermercados"|2020-03-10|"transaccion"
91|603.76|"Comercio General"|2020-05-11|"transaccion"
95|1160.18|"Supermercados"|2020-01-16|"transaccion"
75|1402.38|"Tiendas por Departamento"|2020-06-03|"transaccion"
1|1135.88|"Restaurantes"|2020-03-01|"transaccion"
3|1680.37|"Tiendas por Departamento"|2020-03-21|"transaccion"
72|1421.55|"Abarroterias"|2020-05-01|"transaccion"
62|2319.76|"Ropa"|2020-02-25|"transaccion"
98|658.03|"Supermercados"|2020-03-21|"transaccion"
9|1561.07|"Farmacias"|2020-04-23|"transaccion"
37|1557.31|"Gasolineras"|2020-06-04|"transaccion"
68|1092.58|"Supermercados"|2020-02-28|"transaccion"
97|957.41|"Farmacias"|2020-03-18|"transaccion"
99|1187.45|"Abarroterias"|2020-05-01|"transaccion"
95|503.14|"Restaurantes"|2020-06-14|"transaccion"
25|1327.2|"Restaurantes"|2020-06-25|"transaccion"
65|905.67|"Supermercados"|2020-06-27|"transaccion"
75|869.85|"Supermercados"|2020-03-19|"transaccion"
6|1531.59|"Supermercados"|2020-06-02|"transaccion"
70|1344.41|"Restaurantes"|2020-04-30|"transaccion"
40|1224.99|"Gasolineras"|2020-05-16|"transaccion"
79|1439.8|"Supermercados"|2020-03-27|"transaccion"
50|1305.67|"Electronicos"|2020-04-12|"transaccion"
52|779.86|"Abarroterias"|2020-02-25|"transaccion"
43|1696.14|"Supermercados"|2020-01-27|"transaccion"
24|2302.57|"Gasolineras"|2020-02-28|"transaccion"
95|695.41|"Farmacias"|2020-01-06|"transaccion"
81|1052.8|"Abarroterias"|2020-04-06|"transaccion"
7|995.95|"Farmacias"|2020-05-24|"transaccion"
91|910.45|"Ropa"|2020-03-07|"transaccion"
97|882.43|"Farmacias"|2020-04-23|"transaccion"
38|1425.76|"Ropa"|2020-01-02|"transaccion"
7|1759.29|"Gasolineras"|2020-02-04|"transaccion"
17|2093.16|"Abarroterias"|2020-01-23|"transaccion"
24|594.67|"Supermercados"|2020-06-30|"transaccion"
48|2496.8|"Farmacias"|2020-04-22|"transaccion"
66|849.76|"Restaurantes"|2020-03-23|"transaccion"
75|1285.05|"Supermercados"|2020-04-17|"transaccion"
2|118.21|"Restaurantes"|2020-01-09|"transaccion"
23|1636.71|"Restaurantes"|2020-03-14|"transaccion"
94|2280.91|"Restaurantes"|2020-03-25|"transaccion"
85|1805.5|"Tiendas por Departamento"|2020-03-14|"transaccion"
50|2398.99|"Restaurantes"|2020-05-17|"transaccion"
85|1708.8|"Supermercados"|2020-04-22|"transaccion"
63|291.67|"Supermercados"|2020-03-04|"transaccion"
80|1617.96|"Supermercados"|2020-02-26|"transaccion"
86|1604.56|"Restaurantes"|2020-03-11|"transaccion"
31|1758.25|"Ropa"|2020-03-24|"transaccion"
1|1854.19|"Restaurantes"|2020-04-25|"transaccion"
1|1556.01|"Gasolineras"|2020-05-07|"transaccion"
91|1402.47|"Supermercados"|2020-06-05|"transaccion"
86|164.83|"Restaurantes"|2020-01-19|"transaccion"
10|2099.82|"Farmacias"|2020-01-02|"transaccion"
26|1225.7|"Abarroterias"|2020-01-09|"transaccion"
2|1313.37|"Supermercados"|2020-03-19|"transaccion"
90|1355.67|"Comercio General"|2020-03-02|"transaccion"
81|1066.86|"Restaurantes"|2020-05-28|"transaccion"
7|1708.95|"Gasolineras"|2020-01-06|"transaccion"
98|1681.67|"Gasolineras"|2020-04-20|"transaccion"
43|2099.2|"Gasolineras"|2020-03-04|"transaccion"
40|2500.33|"Farmacias"|2020-04-01|"transaccion"
99|2488.46|"Abarroterias"|2020-05-31|"transaccion"
51|2558.2|"Comercio General"|2020-03-02|"transaccion"
91|169.3|"Gasolineras"|2020-06-11|"transaccion"
60|1846.18|"Farmacias"|2020-01-14|"transaccion"
12|2115.43|"Restaurantes"|2020-04-22|"transaccion"
55|1093.54|"Supermercados"|2020-03-01|"transaccion"
8|1497.42|"Comercio General"|2020-02-19|"transaccion"
31|638.31|"Gasolineras"|2020-02-20|"transaccion"
55|1604.3|"Supermercados"|2020-03-09|"transaccion"
35|1765.06|"Farmacias"|2020-02-09|"transaccion"
44|1199.49|"Restaurantes"|2020-04-29|"transaccion"
36|2104.8|"Restaurantes"|2020-04-11|"transaccion"
66|1754.03|"Supermercados"|2020-02-18|"transaccion"
95|1716.74|"Supermercados"|2020-03-30|"transaccion"
92|1881.61|"Supermercados"|2020-02-25|"transaccion"
14|1560.78|"Farmacias"|2020-02-14|"transaccion"
82|945.11|"Restaurantes"|2020-04-28|"transaccion"
65|1580.69|"Restaurantes"|2020-02-15|"transaccion"
92|1187.87|"Supermercados"|2020-02-21|"transaccion"
6|2632.76|"Restaurantes"|2020-02-10|"transaccion"
4|2607.57|"Abarroterias"|2020-05-02|"transaccion"
37|1369.56|"Supermercados"|2020-03-27|"transaccion"
88|2736|"Supermercados"|2020-05-04|"transaccion"
53|1672.53|"Gasolineras"|2020-05-06|"transaccion"
13|2124.64|"Tiendas por Departamento"|2020-02-29|"transaccion"
35|1483.62|"Gasolineras"|2020-05-22|"transaccion"
39|2141.72|"Tiendas por Departamento"|2020-06-06|"transaccion"
31|1639.51|"Supermercados"|2020-01-02|"transaccion"
34|3003.22|"Tiendas por Departamento"|2020-02-27|"transaccion"
62|2491.02|"Gasolineras"|2020-03-11|"transaccion"
35|1112.82|"Comercio General"|2020-06-18|"transaccion"
50|83.55|"Restaurantes"|2020-03-08|"transaccion"
94|2317.07|"Farmacias"|2020-04-24|"transaccion"
1|651.52|"Supermercados"|2020-02-27|"transaccion"
38|1879.96|"Supermercados"|2020-01-16|"transaccion"
71|854.67|"Supermercados"|2020-04-06|"transaccion"
10|1874.56|"Gasolineras"|2020-05-28|"transaccion"
55|1655.5|"Supermercados"|2020-04-15|"transaccion"
9|1575.78|"Tiendas por Departamento"|2020-01-27|"transaccion"
52|157.09|"Abarroterias"|2020-03-24|"transaccion"
36|1948.07|"Restaurantes"|2020-01-04|"transaccion"
58|1028.13|"Restaurantes"|2020-05-01|"transaccion"
100|1590.37|"Supermercados"|2020-05-16|"transaccion"
69|1487.09|"Gasolineras"|2020-06-11|"transaccion"
35|1089.08|"Restaurantes"|2020-04-19|"transaccion"
67|864.94|"Restaurantes"|2020-05-10|"transaccion"
24|1836.23|"Restaurantes"|2020-03-18|"transaccion"
85|2362.52|"Supermercados"|2020-01-08|"transaccion"
11|414.36|"Comercio General"|2020-02-27|"transaccion"
98|438.61|"Tiendas por Departamento"|2020-01-13|"transaccion"
51|1928.56|"Ropa"|2020-03-01|"transaccion"
58|977.59|"Supermercados"|2020-04-12|"transaccion"
18|853.26|"Supermercados"|2020-01-21|"transaccion"
75|1358.19|"Supermercados"|2020-03-27|"transaccion"
94|1866.65|"Supermercados"|2020-06-18|"transaccion"
57|2395.96|"Supermercados"|2020-05-27|"transaccion"
8|2340.84|"Supermercados"|2020-02-06|"transaccion"
2|2605.15|"Abarroterias"|2020-03-01|"transaccion"
77|2006.16|"Restaurantes"|2020-06-28|"transaccion"
25|670.91|"Restaurantes"|2020-02-24|"transaccion"
82|2140.45|"Electronicos"|2020-02-11|"transaccion"
77|2052.9|"Tiendas por Departamento"|2020-06-12|"transaccion"
12|1840.18|"Tiendas por Departamento"|2020-05-17|"transaccion"
98|2199.13|"Supermercados"|2020-05-08|"transaccion"
67|785.69|"Tiendas por Departamento"|2020-04-18|"transaccion"
23|1121.32|"Comercio General"|2020-03-25|"transaccion"
83|1628.08|"Farmacias"|2020-05-12|"transaccion"
95|815.61|"Tiendas por Departamento"|2020-02-17|"transaccion"
7|1997.15|"Ropa"|2020-01-22|"transaccion"
76|2213.06|"Comercio General"|2020-06-18|"transaccion"
42|2116.55|"Supermercados"|2020-02-17|"transaccion"
37|2041.56|"Farmacias"|2020-03-19|"transaccion"
82|2140.4|"Supermercados"|2020-05-23|"transaccion"
98|1903.36|"Farmacias"|2020-01-19|"transaccion"
29|1453.19|"Supermercados"|2020-03-31|"transaccion"
71|1538.01|"Comercio General"|2020-06-13|"transaccion"
92|1855.44|"Supermercados"|2020-04-18|"transaccion"
88|1621.57|"Restaurantes"|2020-04-16|"transaccion"
24|1223.96|"Gasolineras"|2020-02-29|"transaccion"
41|1266.72|"Ropa"|2020-01-20|"transaccion"
13|1414.29|"Supermercados"|2020-02-27|"transaccion"
64|2107.54|"Supermercados"|2020-03-23|"transaccion"
95|2092.8|"Supermercados"|2020-02-12|"transaccion"
58|823.1|"Restaurantes"|2020-06-28|"transaccion"
68|979.96|"Farmacias"|2020-05-19|"transaccion"
81|1519.98|"Electronicos"|2020-01-12|"transaccion"
76|855.91|"Supermercados"|2020-02-17|"transaccion"
39|1944.63|"Supermercados"|2020-04-19|"transaccion"
11|1217.79|"Supermercados"|2020-06-08|"transaccion"
34|1451.81|"Supermercados"|2020-03-09|"transaccion"
58|1612.28|"Supermercados"|2020-03-21|"transaccion"
58|2332.83|"Supermercados"|2020-04-19|"transaccion"
53|1926.57|"Abarroterias"|2020-04-09|"transaccion"
38|2289.49|"Supermercados"|2020-04-27|"transaccion"
35|1574.03|"Tiendas por Departamento"|2020-03-11|"transaccion"
26|2346.28|"Restaurantes"|2020-03-20|"transaccion"
13|1449.19|"Supermercados"|2020-02-08|"transaccion"
72|1001.65|"Gasolineras"|2020-03-20|"transaccion"
7|1228.73|"Supermercados"|2020-02-21|"transaccion"
86|1744.12|"Supermercados"|2020-06-10|"transaccion"
70|1338.4|"Restaurantes"|2020-01-13|"transaccion"
2|1267.36|"Restaurantes"|2020-03-31|"transaccion"
61|2785.57|"Ropa"|2020-01-20|"transaccion"
9|2728.64|"Farmacias"|2020-02-16|"transaccion"
65|152|"Farmacias"|2020-06-04|"transaccion"
56|1585.83|"Supermercados"|2020-04-09|"transaccion"
4|1492.21|"Farmacias"|2020-02-24|"transaccion"
10|1123.45|"Supermercados"|2020-03-05|"transaccion"
62|1201.75|"Farmacias"|2020-02-07|"transaccion"
14|2557.98|"Supermercados"|2020-06-11|"transaccion"
82|1602.62|"Comercio General"|2020-03-25|"transaccion"
15|904.64|"Gasolineras"|2020-05-26|"transaccion"
69|1441.18|"Restaurantes"|2020-01-14|"transaccion"
57|1485.26|"Ropa"|2020-02-27|"transaccion"
72|404.38|"Restaurantes"|2020-01-06|"transaccion"
20|2133|"Comercio General"|2020-06-29|"transaccion"
91|1160.57|"Supermercados"|2020-04-03|"transaccion"
60|1196.76|"Restaurantes"|2020-06-11|"transaccion"
24|1241.63|"Restaurantes"|2020-01-26|"transaccion"
88|1655.02|"Restaurantes"|2020-05-17|"transaccion"
66|2399.24|"Farmacias"|2020-04-24|"transaccion"
48|696.07|"Abarroterias"|2020-04-20|"transaccion"
58|1360.67|"Supermercados"|2020-02-23|"transaccion"
97|1374.93|"Supermercados"|2020-03-27|"transaccion"
27|2509.04|"Supermercados"|2020-05-29|"transaccion"
84|1557.27|"Supermercados"|2020-04-28|"transaccion"
46|1315.56|"Abarroterias"|2020-01-16|"transaccion"
25|828.18|"Comercio General"|2020-06-22|"transaccion"
8|1052.36|"Restaurantes"|2020-04-24|"transaccion"
88|2074.88|"Supermercados"|2020-01-06|"transaccion"
63|1942.58|"Abarroterias"|2020-01-17|"transaccion"
84|1826.13|"Supermercados"|2020-04-30|"transaccion"
4|1425.93|"Comercio General"|2020-06-07|"transaccion"
36|789.5|"Restaurantes"|2020-05-01|"transaccion"
64|1092.42|"Tiendas por Departamento"|2020-06-04|"transaccion"
9|1236.57|"Tiendas por Departamento"|2020-02-26|"transaccion"
15|1212.86|"Gasolineras"|2020-01-23|"transaccion"
20|1155.81|"Supermercados"|2020-02-01|"transaccion"
26|1660.26|"Supermercados"|2020-04-15|"transaccion"
24|1738.8|"Supermercados"|2020-03-22|"transaccion"
37|700.7|"Supermercados"|2020-02-17|"transaccion"
18|180.67|"Supermercados"|2020-04-14|"transaccion"
8|1555.61|"Supermercados"|2020-02-26|"transaccion"
16|1632.62|"Farmacias"|2020-05-19|"transaccion"
16|1029.16|"Gasolineras"|2020-05-26|"transaccion"
35|1695.61|"Supermercados"|2020-01-09|"transaccion"
37|1555.79|"Tiendas por Departamento"|2020-04-12|"transaccion"
56|1816.28|"Supermercados"|2020-06-19|"transaccion"
81|1713.59|"Gasolineras"|2020-06-29|"transaccion"
23|1621.45|"Restaurantes"|2020-01-24|"transaccion"
8|1269.13|"Tiendas por Departamento"|2020-06-23|"transaccion"
99|1477.53|"Supermercados"|2020-04-04|"transaccion"
24|1486.92|"Restaurantes"|2020-04-28|"transaccion"
48|637.46|"Gasolineras"|2020-02-11|"transaccion"
21|2490.11|"Restaurantes"|2020-03-25|"transaccion"
63|1827.48|"Farmacias"|2020-04-03|"transaccion"
72|1633.76|"Restaurantes"|2020-06-13|"transaccion"
38|1085.32|"Supermercados"|2020-06-08|"transaccion"
37|1489.38|"Restaurantes"|2020-03-25|"transaccion"
87|1438.46|"Restaurantes"|2020-05-25|"transaccion"
99|1163.41|"Supermercados"|2020-05-29|"transaccion"
54|1398.8|"Supermercados"|2020-04-21|"transaccion"
94|1224.6|"Gasolineras"|2020-04-15|"transaccion"
46|1569.18|"Supermercados"|2020-04-21|"transaccion"
62|1735.54|"Comercio General"|2020-05-29|"transaccion"
45|1882.91|"Abarroterias"|2020-03-09|"transaccion"
86|1433.22|"Gasolineras"|2020-06-12|"transaccion"
8|1337.31|"Abarroterias"|2020-01-30|"transaccion"
41|2384.11|"Gasolineras"|2020-02-12|"transaccion"
69|1216.19|"Restaurantes"|2020-02-26|"transaccion"
36|1603.36|"Abarroterias"|2020-02-13|"transaccion"
19|2147.22|"Ropa"|2020-03-22|"transaccion"
71|1452.63|"Ropa"|2020-02-23|"transaccion"
27|1522.56|"Comercio General"|2020-05-24|"transaccion"
9|1236.08|"Restaurantes"|2020-02-22|"transaccion"
75|1695.25|"Supermercados"|2020-06-11|"transaccion"
85|1591.17|"Tiendas por Departamento"|2020-01-03|"transaccion"
19|551.11|"Restaurantes"|2020-02-03|"transaccion"
11|2967.13|"Electronicos"|2020-01-14|"transaccion"
55|2045.74|"Restaurantes"|2020-01-25|"transaccion"
39|2138.36|"Restaurantes"|2020-05-04|"transaccion"
90|1264.74|"Ropa"|2020-04-29|"transaccion"
19|1729.33|"Supermercados"|2020-05-16|"transaccion"
